supplier_id,data_referencia,score_confiabilidade,atraso_medio,perc_reclamacoes_abertas,classificacao_risco
1295674000123,2025-12-01,100.0,1.0,0.0,Confiável
1295674000123,2026-01-01,100.0,1.0,0.0,Confiável
1296538000158,2025-02-01,94.63,0.0,0.0,Confiável
1296538000158,2025-03-01,97.38,0.0,0.0,Confiável
1296538000158,2025-04-01,96.09,0.0,0.0,Confiável
1296538000158,2025-05-01,94.49,0.0,0.0,Confiável
1296538000158,2025-06-01,93.53,0.0,0.0,Confiável
1296538000158,2025-07-01,91.62,0.0,0.0,Confiável
1296538000158,2025-08-01,91.87,0.0,0.0,Confiável
1296538000158,2025-09-01,95.12,0.0,0.0,Confiável
1296538000158,2025-10-01,95.76,0.0,0.0,Confiável
1296538000158,2025-11-01,95.26,0.0,0.0,Confiável
1296538000158,2025-12-01,94.67,0.0,0.0,Confiável
1296538000158,2026-01-01,91.55,0.0,0.0,Confiável
1347652000160,2025-02-01,96.77,0.0,0.0,Confiável
1347652000160,2025-03-01,96.61,0.0,0.0,Confiável
1347652000160,2025-04-01,96.25,0.0,0.0,Confiável
1347652000160,2025-05-01,100.0,0.0,0.0,Confiável
1347652000160,2025-06-01,100.0,0.0,0.0,Confiável
1347652000160,2025-07-01,98.5,0.0,0.0,Confiável
1347652000160,2025-08-01,97.64,0.0,0.0,Confiável
1347652000160,2025-09-01,99.94,0.0,0.0,Confiável
1347652000160,2025-10-01,100.0,0.0,0.0,Confiável
1347652000160,2025-11-01,97.12,0.0,0.0,Confiável
1347652000160,2025-12-01,98.96,0.0,0.0,Confiável
1347652000160,2026-01-01,97.63,0.0,0.0,Confiável
1368549000104,2025-02-01,98.75,0.0,0.0,Confiável
1368549000104,2025-03-01,100.0,0.0,0.0,Confiável
1368549000104,2025-04-01,99.11,0.0,0.0,Confiável
1368549000104,2025-05-01,100.0,0.0,0.0,Confiável
1368549000104,2025-06-01,100.0,0.0,0.0,Confiável
1368549000104,2025-07-01,100.0,0.0,0.0,Confiável
1368549000104,2025-08-01,100.0,0.0,0.0,Confiável
1368549000104,2025-09-01,98.31,0.0,0.0,Confiável
1368549000104,2025-10-01,97.02,0.0,0.0,Confiável
1368549000104,2025-11-01,99.08,0.0,0.0,Confiável
1368549000104,2025-12-01,98.41,0.0,0.0,Confiável
1368549000104,2026-01-01,97.6,0.0,0.0,Confiável
1389645000120,2025-02-01,90.59,3.0,0.0,Confiável
1389645000120,2025-03-01,89.94,3.0,0.0,Confiável
1389645000120,2025-04-01,92.56,3.0,0.0,Confiável
1389645000120,2025-05-01,88.93,3.0,0.0,Confiável
1389645000120,2025-06-01,87.48,3.0,0.0,Confiável
1389645000120,2025-07-01,88.8,3.0,0.0,Confiável
1389645000120,2025-08-01,87.14,3.0,0.0,Confiável
1389645000120,2025-09-01,86.55,3.0,0.0,Confiável
1389645000120,2025-10-01,82.92,3.0,0.0,Confiável
1389645000120,2025-11-01,82.28,3.0,0.0,Confiável
1389645000120,2025-12-01,80.4,3.0,0.0,Confiável
1389645000120,2026-01-01,80.87,3.0,0.0,Confiável
1397546000190,2025-02-01,98.87,0.0,0.0,Confiável
1397546000190,2025-03-01,100.0,0.0,0.0,Confiável
1397546000190,2025-04-01,100.0,0.0,0.0,Confiável
1397546000190,2025-05-01,100.0,0.0,0.0,Confiável
1397546000190,2025-06-01,100.0,0.0,0.0,Confiável
1397546000190,2025-07-01,100.0,0.0,0.0,Confiável
1397546000190,2025-08-01,100.0,0.0,0.0,Confiável
1397546000190,2025-09-01,100.0,0.0,0.0,Confiável
1397546000190,2025-10-01,100.0,0.0,0.0,Confiável
1397546000190,2025-11-01,100.0,0.0,0.0,Confiável
1397546000190,2025-12-01,99.49,0.0,0.0,Confiável
1397546000190,2026-01-01,100.0,0.0,0.0,Confiável
1427968000161,2025-02-01,96.13,2.0,0.0,Confiável
1427968000161,2025-03-01,94.4,2.0,0.0,Confiável
1427968000161,2025-04-01,88.65,2.0,0.0,Confiável
1427968000161,2025-05-01,85.94,2.0,0.0,Confiável
1427968000161,2025-06-01,87.03,2.0,0.0,Confiável
1427968000161,2025-07-01,85.49,2.0,0.0,Confiável
1427968000161,2025-08-01,81.99,2.0,0.0,Confiável
1427968000161,2025-09-01,79.48,2.0,0.0,Confiável
1427968000161,2025-10-01,79.66,2.0,0.0,Confiável
1427968000161,2025-11-01,79.25,2.0,0.0,Confiável
1427968000161,2025-12-01,77.28,2.0,0.0,Atenção
1427968000161,2026-01-01,75.04,2.0,0.0,Atenção
1439826000114,2025-02-01,94.22,1.0,0.0,Confiável
1439826000114,2025-03-01,92.37,1.0,0.0,Confiável
1439826000114,2025-04-01,95.6,1.0,0.0,Confiável
1439826000114,2025-05-01,94.96,1.0,0.0,Confiável
1439826000114,2025-06-01,97.39,1.0,0.0,Confiável
1439826000114,2025-07-01,100.0,1.0,0.0,Confiável
1439826000114,2025-08-01,100.0,1.0,0.0,Confiável
1439826000114,2025-09-01,99.14,1.0,0.0,Confiável
1439826000114,2025-10-01,99.94,1.0,0.0,Confiável
1439826000114,2025-11-01,99.9,1.0,0.0,Confiável
1439826000114,2025-12-01,98.09,1.0,0.0,Confiável
1439826000114,2026-01-01,98.74,1.0,0.0,Confiável
1463278000168,2025-02-01,89.64,2.0,0.0,Confiável
1463278000168,2025-03-01,89.02,2.0,0.0,Confiável
1463278000168,2025-04-01,85.09,2.0,0.0,Confiável
1463278000168,2025-05-01,82.49,2.0,0.0,Confiável
1463278000168,2025-06-01,80.06,2.0,0.0,Confiável
1463278000168,2025-07-01,76.54,2.0,0.0,Atenção
1463278000168,2025-08-01,74.71,2.0,0.0,Atenção
1463278000168,2025-09-01,70.76,2.0,0.0,Atenção
1463278000168,2025-10-01,69.51,2.0,0.0,Atenção
1463278000168,2025-11-01,63.81,2.0,0.0,Atenção
1463278000168,2025-12-01,61.07,2.0,0.0,Atenção
1463278000168,2026-01-01,61.94,2.0,0.0,Atenção
1492865000185,2025-02-01,91.5,2.0,0.0,Confiável
1492865000185,2025-03-01,88.64,2.0,0.0,Confiável
1492865000185,2025-04-01,88.17,2.0,0.0,Confiável
1492865000185,2025-05-01,87.03,2.0,0.0,Confiável
1492865000185,2025-06-01,86.23,2.0,0.0,Confiável
1492865000185,2025-07-01,85.71,2.0,0.0,Confiável
1492865000185,2025-08-01,85.48,2.0,0.0,Confiável
1492865000185,2025-09-01,86.2,2.0,0.0,Confiável
1492865000185,2025-10-01,85.52,2.0,0.0,Confiável
1492865000185,2025-11-01,83.54,2.0,0.0,Confiável
1492865000185,2025-12-01,83.38,2.0,0.0,Confiável
1492865000185,2026-01-01,85.68,2.0,0.0,Confiável
1527493000185,2025-02-01,94.73,0.0,0.0,Confiável
1527493000185,2025-03-01,92.79,0.0,0.0,Confiável
1527493000185,2025-04-01,95.0,0.0,0.0,Confiável
1527493000185,2025-05-01,94.76,0.0,0.0,Confiável
1527493000185,2025-06-01,90.41,0.0,0.0,Confiável
1527493000185,2025-07-01,92.11,0.0,0.0,Confiável
1527493000185,2025-08-01,91.04,0.0,0.0,Confiável
1527493000185,2025-09-01,90.86,0.0,0.0,Confiável
1527493000185,2025-10-01,91.52,0.0,0.0,Confiável
1527493000185,2025-11-01,91.9,0.0,0.0,Confiável
1527493000185,2025-12-01,93.32,0.0,0.0,Confiável
1527493000185,2026-01-01,92.45,0.0,0.0,Confiável
1528967000103,2025-02-01,81.03,10.0,0.0,Confiável
1528967000103,2025-03-01,80.51,10.0,0.0,Confiável
1528967000103,2025-04-01,81.98,10.0,0.0,Confiável
1528967000103,2025-05-01,83.22,10.0,0.0,Confiável
1528967000103,2025-06-01,81.34,10.0,0.0,Confiável
1528967000103,2025-07-01,83.52,10.0,0.0,Confiável
1528967000103,2025-08-01,82.44,10.0,0.0,Confiável
1528967000103,2025-09-01,84.06,10.0,0.0,Confiável
1528967000103,2025-10-01,84.8,10.0,0.0,Confiável
1528967000103,2025-11-01,88.47,10.0,0.0,Confiável
1528967000103,2025-12-01,88.02,10.0,0.0,Confiável
1528967000103,2026-01-01,87.33,10.0,0.0,Confiável
1532479000170,2025-02-01,94.96,2.0,0.0,Confiável
1532479000170,2025-03-01,94.35,2.0,0.0,Confiável
1532479000170,2025-04-01,95.95,2.0,0.0,Confiável
1532479000170,2025-05-01,92.72,2.0,0.0,Confiável
1532479000170,2025-06-01,90.61,2.0,0.0,Confiável
1532479000170,2025-07-01,88.48,2.0,0.0,Confiável
1532479000170,2025-08-01,90.38,2.0,0.0,Confiável
1532479000170,2025-09-01,93.8,2.0,0.0,Confiável
1532479000170,2025-10-01,93.59,2.0,0.0,Confiável
1532479000170,2025-11-01,93.25,2.0,0.0,Confiável
1532479000170,2025-12-01,93.39,2.0,0.0,Confiável
1532479000170,2026-01-01,95.72,2.0,0.0,Confiável
1576938000117,2025-02-01,93.15,0.0,0.0,Confiável
1576938000117,2025-03-01,93.62,0.0,0.0,Confiável
1576938000117,2025-04-01,95.57,0.0,0.0,Confiável
1576938000117,2025-05-01,96.57,0.0,0.0,Confiável
1576938000117,2025-06-01,96.95,0.0,0.0,Confiável
1576938000117,2025-07-01,98.96,0.0,0.0,Confiável
1576938000117,2025-08-01,93.55,0.0,0.0,Confiável
1576938000117,2025-09-01,94.91,0.0,0.0,Confiável
1576938000117,2025-10-01,93.6,0.0,0.0,Confiável
1576938000117,2025-11-01,89.94,0.0,0.0,Confiável
1576938000117,2025-12-01,90.96,0.0,0.0,Confiável
1576938000117,2026-01-01,93.71,0.0,0.0,Confiável
1589376000146,2025-02-01,81.23,10.0,0.0,Confiável
1589376000146,2025-03-01,84.63,10.0,0.0,Confiável
1589376000146,2025-04-01,89.36,10.0,0.0,Confiável
1589376000146,2025-05-01,93.49,10.0,0.0,Confiável
1589376000146,2025-06-01,98.27,10.0,0.0,Confiável
1589376000146,2025-07-01,100.0,10.0,0.0,Confiável
1589376000146,2025-08-01,100.0,10.0,0.0,Confiável
1589376000146,2025-09-01,98.3,10.0,0.0,Confiável
1589376000146,2025-10-01,99.3,10.0,0.0,Confiável
1589376000146,2025-11-01,99.12,10.0,0.0,Confiável
1589376000146,2025-12-01,100.0,10.0,0.0,Confiável
1589376000146,2026-01-01,100.0,10.0,0.0,Confiável
1642578000104,2025-02-01,96.75,0.0,0.0,Confiável
1642578000104,2025-03-01,99.35,0.0,0.0,Confiável
1642578000104,2025-04-01,100.0,0.0,0.0,Confiável
1642578000104,2025-05-01,100.0,0.0,0.0,Confiável
1642578000104,2025-06-01,100.0,0.0,0.0,Confiável
1642578000104,2025-07-01,100.0,0.0,0.0,Confiável
1642578000104,2025-08-01,100.0,0.0,0.0,Confiável
1642578000104,2025-09-01,98.86,0.0,0.0,Confiável
1642578000104,2025-10-01,99.14,0.0,0.0,Confiável
1642578000104,2025-11-01,100.0,0.0,0.0,Confiável
1642578000104,2025-12-01,100.0,0.0,0.0,Confiável
1642578000104,2026-01-01,100.0,0.0,0.0,Confiável
1657823000157,2025-02-01,92.19,2.0,0.0,Confiável
1657823000157,2025-03-01,92.02,2.0,0.0,Confiável
1657823000157,2025-04-01,89.01,2.0,0.0,Confiável
1657823000157,2025-05-01,90.53,2.0,0.0,Confiável
1657823000157,2025-06-01,90.7,2.0,0.0,Confiável
1657823000157,2025-07-01,87.78,2.0,0.0,Confiável
1657823000157,2025-08-01,87.16,2.0,0.0,Confiável
1657823000157,2025-09-01,85.66,2.0,0.0,Confiável
1657823000157,2025-10-01,86.3,2.0,0.0,Confiável
1657823000157,2025-11-01,88.98,2.0,0.0,Confiável
1657823000157,2025-12-01,85.23,2.0,0.0,Confiável
1657823000157,2026-01-01,85.46,2.0,0.0,Confiável
1684379000169,2025-02-01,91.18,5.0,0.0,Confiável
1684379000169,2025-03-01,94.02,5.0,0.0,Confiável
1684379000169,2025-04-01,95.95,5.0,0.0,Confiável
1684379000169,2025-05-01,95.94,5.0,0.0,Confiável
1684379000169,2025-06-01,96.81,5.0,0.0,Confiável
1684379000169,2025-07-01,96.71,5.0,0.0,Confiável
1684379000169,2025-08-01,100.0,5.0,0.0,Confiável
1684379000169,2025-09-01,100.0,5.0,0.0,Confiável
1684379000169,2025-10-01,100.0,5.0,0.0,Confiável
1684379000169,2025-11-01,100.0,5.0,0.0,Confiável
1684379000169,2025-12-01,100.0,5.0,0.0,Confiável
1684379000169,2026-01-01,98.47,5.0,0.0,Confiável
1765432000156,2025-02-01,90.39,3.0,0.0,Confiável
1765432000156,2025-03-01,87.23,3.0,0.0,Confiável
1765432000156,2025-04-01,87.76,3.0,0.0,Confiável
1765432000156,2025-05-01,88.78,3.0,0.0,Confiável
1765432000156,2025-06-01,85.61,3.0,0.0,Confiável
1765432000156,2025-07-01,87.4,3.0,0.0,Confiável
1765432000156,2025-08-01,86.44,3.0,0.0,Confiável
1765432000156,2025-09-01,86.73,3.0,0.0,Confiável
1765432000156,2025-10-01,89.96,3.0,0.0,Confiável
1765432000156,2025-11-01,91.75,3.0,0.0,Confiável
1765432000156,2025-12-01,91.21,3.0,0.0,Confiável
1765432000156,2026-01-01,89.43,3.0,0.0,Confiável
1794863000140,2025-02-01,90.7,0.0,0.0,Confiável
1794863000140,2025-03-01,89.26,0.0,0.0,Confiável
1794863000140,2025-04-01,88.84,0.0,0.0,Confiável
1794863000140,2025-05-01,86.86,0.0,0.0,Confiável
1794863000140,2025-06-01,86.6,0.0,0.0,Confiável
1794863000140,2025-07-01,86.75,0.0,0.0,Confiável
1794863000140,2025-08-01,86.3,0.0,0.0,Confiável
1794863000140,2025-09-01,85.0,0.0,0.0,Confiável
1794863000140,2025-10-01,85.34,0.0,0.0,Confiável
1794863000140,2025-11-01,86.22,0.0,0.0,Confiável
1794863000140,2025-12-01,84.04,0.0,0.0,Confiável
1794863000140,2026-01-01,86.87,0.0,0.0,Confiável
1839254000160,2025-02-01,94.8,0.0,0.0,Confiável
1839254000160,2025-03-01,94.84,0.0,0.0,Confiável
1839254000160,2025-04-01,96.26,0.0,0.0,Confiável
1839254000160,2025-05-01,96.72,0.0,0.0,Confiável
1839254000160,2025-06-01,98.63,0.0,0.0,Confiável
1839254000160,2025-07-01,99.2,0.0,0.0,Confiável
1839254000160,2025-08-01,97.98,0.0,0.0,Confiável
1839254000160,2025-09-01,98.7,0.0,0.0,Confiável
1839254000160,2025-10-01,96.41,0.0,0.0,Confiável
1839254000160,2025-11-01,96.63,0.0,0.0,Confiável
1839254000160,2025-12-01,96.57,0.0,0.0,Confiável
1839254000160,2026-01-01,96.15,0.0,0.0,Confiável
1847963000198,2025-02-01,91.24,5.0,0.0,Confiável
1847963000198,2025-03-01,88.98,5.0,0.0,Confiável
1847963000198,2025-04-01,89.38,5.0,0.0,Confiável
1847963000198,2025-05-01,91.07,5.0,0.0,Confiável
1847963000198,2025-06-01,92.89,5.0,0.0,Confiável
1847963000198,2025-07-01,92.33,5.0,0.0,Confiável
1847963000198,2025-08-01,96.36,5.0,0.0,Confiável
1847963000198,2025-09-01,96.13,5.0,0.0,Confiável
1847963000198,2025-10-01,99.57,5.0,0.0,Confiável
1847963000198,2025-11-01,100.0,5.0,0.0,Confiável
1847963000198,2025-12-01,100.0,5.0,0.0,Confiável
1847963000198,2026-01-01,100.0,5.0,0.0,Confiável
1874529000105,2025-02-01,91.11,2.0,0.0,Confiável
1874529000105,2025-03-01,91.45,2.0,0.0,Confiável
1874529000105,2025-04-01,91.95,2.0,0.0,Confiável
1874529000105,2025-05-01,89.11,2.0,0.0,Confiável
1874529000105,2025-06-01,90.4,2.0,0.0,Confiável
1874529000105,2025-07-01,88.4,2.0,0.0,Confiável
1874529000105,2025-08-01,87.47,2.0,0.0,Confiável
1874529000105,2025-09-01,86.49,2.0,0.0,Confiável
1874529000105,2025-10-01,84.73,2.0,0.0,Confiável
1874529000105,2025-11-01,84.85,2.0,0.0,Confiável
1874529000105,2025-12-01,84.93,2.0,0.0,Confiável
1874529000105,2026-01-01,79.94,2.0,0.0,Confiável
1937485000107,2025-02-01,97.61,0.0,0.0,Confiável
1937485000107,2025-03-01,94.28,0.0,0.0,Confiável
1937485000107,2025-04-01,96.35,0.0,0.0,Confiável
1937485000107,2025-05-01,98.6,0.0,0.0,Confiável
1937485000107,2025-06-01,96.42,0.0,0.0,Confiável
1937485000107,2025-07-01,95.6,0.0,0.0,Confiável
1937485000107,2025-08-01,93.39,0.0,0.0,Confiável
1937485000107,2025-09-01,92.96,0.0,0.0,Confiável
1937485000107,2025-10-01,92.34,0.0,0.0,Confiável
1937485000107,2025-11-01,93.9,0.0,0.0,Confiável
1937485000107,2025-12-01,96.52,0.0,0.0,Confiável
1937485000107,2026-01-01,99.31,0.0,0.0,Confiável
2143865000132,2025-02-01,95.38,0.0,0.0,Confiável
2143865000132,2025-03-01,96.46,0.0,0.0,Confiável
2143865000132,2025-04-01,94.59,0.0,0.0,Confiável
2143865000132,2025-05-01,94.48,0.0,0.0,Confiável
2143865000132,2025-06-01,97.91,0.0,0.0,Confiável
2143865000132,2025-07-01,100.0,0.0,0.0,Confiável
2143865000132,2025-08-01,99.03,0.0,0.0,Confiável
2143865000132,2025-09-01,99.35,0.0,0.0,Confiável
2143865000132,2025-10-01,100.0,0.0,0.0,Confiável
2143865000132,2025-11-01,100.0,0.0,0.0,Confiável
2143865000132,2025-12-01,99.88,0.0,0.0,Confiável
2143865000132,2026-01-01,100.0,0.0,0.0,Confiável
2198764000169,2025-02-01,90.55,5.0,0.0,Confiável
2198764000169,2025-03-01,92.02,5.0,0.0,Confiável
2198764000169,2025-04-01,94.62,5.0,0.0,Confiável
2198764000169,2025-05-01,96.13,5.0,0.0,Confiável
2198764000169,2025-06-01,96.76,5.0,0.0,Confiável
2198764000169,2025-07-01,98.04,5.0,0.0,Confiável
2198764000169,2025-08-01,99.36,5.0,0.0,Confiável
2198764000169,2025-09-01,100.0,5.0,0.0,Confiável
2198764000169,2025-10-01,100.0,5.0,0.0,Confiável
2198764000169,2025-11-01,100.0,5.0,0.0,Confiável
2198764000169,2025-12-01,100.0,5.0,0.0,Confiável
2198764000169,2026-01-01,100.0,5.0,0.0,Confiável
2341569000146,2025-02-01,96.39,1.0,0.0,Confiável
2341569000146,2025-03-01,95.73,1.0,0.0,Confiável
2341569000146,2025-04-01,98.07,1.0,0.0,Confiável
2341569000146,2025-05-01,98.81,1.0,0.0,Confiável
2341569000146,2025-06-01,98.6,1.0,0.0,Confiável
2341569000146,2025-07-01,99.49,1.0,0.0,Confiável
2341569000146,2025-08-01,96.35,1.0,0.0,Confiável
2341569000146,2025-09-01,94.1,1.0,0.0,Confiável
2341569000146,2025-10-01,91.71,1.0,0.0,Confiável
2341569000146,2025-11-01,92.0,1.0,0.0,Confiável
2341569000146,2025-12-01,95.46,1.0,0.0,Confiável
2341569000146,2026-01-01,99.92,1.0,0.0,Confiável
2379654000101,2025-02-01,92.78,5.0,0.0,Confiável
2379654000101,2025-03-01,95.28,5.0,0.0,Confiável
2379654000101,2025-04-01,93.18,5.0,0.0,Confiável
2379654000101,2025-05-01,93.59,5.0,0.0,Confiável
2379654000101,2025-06-01,93.51,5.0,0.0,Confiável
2379654000101,2025-07-01,93.77,5.0,0.0,Confiável
2379654000101,2025-08-01,94.94,5.0,0.0,Confiável
2379654000101,2025-09-01,95.49,5.0,0.0,Confiável
2379654000101,2025-10-01,93.03,5.0,0.0,Confiável
2379654000101,2025-11-01,96.03,5.0,0.0,Confiável
2379654000101,2025-12-01,95.38,5.0,0.0,Confiável
2379654000101,2026-01-01,97.36,5.0,0.0,Confiável
2387954000124,2025-02-01,98.15,3.0,0.0,Confiável
2387954000124,2025-03-01,96.31,3.0,0.0,Confiável
2387954000124,2025-04-01,91.25,3.0,0.0,Confiável
2387954000124,2025-05-01,90.68,3.0,0.0,Confiável
2387954000124,2025-06-01,92.88,3.0,0.0,Confiável
2387954000124,2025-07-01,96.8,3.0,0.0,Confiável
2387954000124,2025-08-01,94.34,3.0,0.0,Confiável
2387954000124,2025-09-01,95.33,3.0,0.0,Confiável
2387954000124,2025-10-01,94.4,3.0,0.0,Confiável
2387954000124,2025-11-01,94.19,3.0,0.0,Confiável
2387954000124,2025-12-01,99.48,3.0,0.0,Confiável
2387954000124,2026-01-01,96.47,3.0,0.0,Confiável
2391768000169,2025-02-01,95.51,0.0,0.0,Confiável
2391768000169,2025-03-01,96.44,0.0,0.0,Confiável
2391768000169,2025-04-01,98.61,0.0,0.0,Confiável
2391768000169,2025-05-01,98.81,0.0,0.0,Confiável
2391768000169,2025-06-01,99.43,0.0,0.0,Confiável
2391768000169,2025-07-01,98.64,0.0,0.0,Confiável
2391768000169,2025-08-01,99.18,0.0,0.0,Confiável
2391768000169,2025-09-01,98.5,0.0,0.0,Confiável
2391768000169,2025-10-01,99.74,0.0,0.0,Confiável
2391768000169,2025-11-01,99.0,0.0,0.0,Confiável
2391768000169,2025-12-01,99.75,0.0,0.0,Confiável
2391768000169,2026-01-01,99.69,0.0,0.0,Confiável
2417936000148,2025-02-01,94.25,0.0,0.0,Confiável
2417936000148,2025-03-01,91.15,0.0,0.0,Confiável
2417936000148,2025-04-01,84.6,0.0,0.0,Confiável
2417936000148,2025-05-01,84.13,0.0,0.0,Confiável
2417936000148,2025-06-01,79.32,0.0,0.0,Confiável
2417936000148,2025-07-01,75.01,0.0,0.0,Atenção
2417936000148,2025-08-01,70.82,0.0,0.0,Atenção
2417936000148,2025-09-01,70.57,0.0,0.0,Atenção
2417936000148,2025-10-01,63.29,0.0,0.0,Atenção
2417936000148,2025-11-01,66.57,0.0,0.0,Atenção
2417936000148,2025-12-01,65.68,0.0,0.0,Atenção
2417936000148,2026-01-01,63.13,0.0,0.0,Atenção
2438176000155,2025-02-01,91.89,0.0,0.0,Confiável
2438176000155,2025-03-01,89.46,0.0,0.0,Confiável
2438176000155,2025-04-01,87.5,0.0,0.0,Confiável
2438176000155,2025-05-01,85.79,0.0,0.0,Confiável
2438176000155,2025-06-01,83.91,0.0,0.0,Confiável
2438176000155,2025-07-01,81.08,0.0,0.0,Confiável
2438176000155,2025-08-01,77.69,0.0,0.0,Atenção
2438176000155,2025-09-01,74.39,0.0,0.0,Atenção
2438176000155,2025-10-01,71.0,0.0,0.0,Atenção
2438176000155,2025-11-01,70.26,0.0,0.0,Atenção
2438176000155,2025-12-01,68.45,0.0,0.0,Atenção
2438176000155,2026-01-01,59.57,0.0,0.0,Atenção
2487193000182,2025-02-01,94.81,2.0,0.0,Confiável
2487193000182,2025-03-01,93.7,2.0,0.0,Confiável
2487193000182,2025-04-01,92.16,2.0,0.0,Confiável
2487193000182,2025-05-01,89.89,2.0,0.0,Confiável
2487193000182,2025-06-01,90.64,2.0,0.0,Confiável
2487193000182,2025-07-01,91.03,2.0,0.0,Confiável
2487193000182,2025-08-01,87.98,2.0,0.0,Confiável
2487193000182,2025-09-01,87.3,2.0,0.0,Confiável
2487193000182,2025-10-01,83.86,2.0,0.0,Confiável
2487193000182,2025-11-01,79.6,2.0,0.0,Confiável
2487193000182,2025-12-01,76.84,2.0,0.0,Atenção
2487193000182,2026-01-01,77.07,2.0,0.0,Atenção
2517469000128,2025-02-01,96.91,0.0,0.0,Confiável
2517469000128,2025-03-01,97.93,0.0,0.0,Confiável
2517469000128,2025-04-01,99.38,0.0,0.0,Confiável
2517469000128,2025-05-01,100.0,0.0,0.0,Confiável
2517469000128,2025-06-01,98.72,0.0,0.0,Confiável
2517469000128,2025-07-01,99.58,0.0,0.0,Confiável
2517469000128,2025-08-01,100.0,0.0,0.0,Confiável
2517469000128,2025-09-01,100.0,0.0,0.0,Confiável
2517469000128,2025-10-01,100.0,0.0,0.0,Confiável
2517469000128,2025-11-01,100.0,0.0,0.0,Confiável
2517469000128,2025-12-01,100.0,0.0,0.0,Confiável
2517469000128,2026-01-01,100.0,0.0,0.0,Confiável
2586943000173,2025-02-01,93.95,3.0,0.0,Confiável
2586943000173,2025-03-01,92.18,3.0,0.0,Confiável
2586943000173,2025-04-01,91.86,3.0,0.0,Confiável
2586943000173,2025-05-01,90.37,3.0,0.0,Confiável
2586943000173,2025-06-01,89.02,3.0,0.0,Confiável
2586943000173,2025-07-01,88.73,3.0,0.0,Confiável
2586943000173,2025-08-01,87.14,3.0,0.0,Confiável
2586943000173,2025-09-01,86.53,3.0,0.0,Confiável
2586943000173,2025-10-01,82.74,3.0,0.0,Confiável
2586943000173,2025-11-01,83.17,3.0,0.0,Confiável
2586943000173,2025-12-01,83.17,3.0,0.0,Confiável
2586943000173,2026-01-01,81.53,3.0,0.0,Confiável
2587349000105,2025-02-01,89.82,5.0,0.0,Confiável
2587349000105,2025-03-01,90.19,5.0,0.0,Confiável
2587349000105,2025-04-01,85.48,5.0,0.0,Confiável
2587349000105,2025-05-01,82.45,5.0,0.0,Confiável
2587349000105,2025-06-01,79.41,5.0,0.0,Confiável
2587349000105,2025-07-01,76.03,5.0,0.0,Atenção
2587349000105,2025-08-01,76.19,5.0,0.0,Atenção
