supplier_id,data_id,atraso_medio,perc_reclamacoes_abertas,score_confiabilidade,classificacao_risco
100000000005,2025-09-01,1.3,0.41,85.89,Confiável
100000000005,2025-10-01,0.4,0.69,93.28,Confiável
100000000005,2025-11-01,0.1,0.38,90.04,Confiável
100000000005,2025-12-01,0.0,0.29,91.71,Confiável
100000000005,2026-01-01,1.9,0.6,84.12,Atenção
100000000005,2026-02-01,0.7,0.55,87.4,Confiável
100000000006,2025-03-01,0.5,0.34,87.96,Confiável
100000000006,2025-04-01,1.2,0.63,91.3,Confiável
100000000006,2025-05-01,2.0,0.57,86.91,Confiável
100000000006,2025-06-01,1.0,0.96,89.51,Confiável
100000000006,2025-07-01,1.1,0.79,90.99,Confiável
100000000006,2025-08-01,1.9,0.98,86.61,Confiável
100000000006,2025-09-01,1.2,0.2,86.25,Confiável
100000000006,2025-10-01,1.2,0.41,96.49,Confiável
100000000006,2025-11-01,1.1,0.11,91.96,Confiável
100000000006,2025-12-01,1.3,0.48,83.96,Atenção
100000000006,2026-01-01,1.4,0.36,91.63,Confiável
100000000006,2026-02-01,0.6,0.83,91.89,Confiável
100000000007,2025-03-01,1.5,0.09,86.0,Confiável
100000000007,2025-04-01,0.1,0.81,88.22,Confiável
100000000007,2025-05-01,1.9,0.08,88.0,Confiável
100000000007,2025-06-01,0.1,0.23,92.66,Confiável
100000000007,2025-07-01,1.9,0.32,88.21,Confiável
100000000007,2025-08-01,1.2,0.12,90.08,Confiável
100000000007,2025-09-01,0.9,0.07,92.58,Confiável
100000000007,2025-10-01,1.6,0.14,90.12,Confiável
100000000007,2025-11-01,1.0,0.63,88.4,Confiável
100000000007,2025-12-01,0.6,0.84,90.41,Confiável
100000000007,2026-01-01,1.5,0.36,90.98,Confiável
100000000007,2026-02-01,1.8,0.38,86.81,Confiável
100000000008,2025-03-01,5.1,3.85,57.4,Alto Risco
100000000008,2025-04-01,3.3,1.19,66.9,Alto Risco
100000000008,2025-05-01,4.5,1.84,61.36,Alto Risco
100000000008,2025-06-01,4.2,1.85,62.69,Alto Risco
100000000008,2025-07-01,5.6,3.43,57.41,Alto Risco
100000000008,2025-08-01,3.9,3.85,58.33,Alto Risco
100000000008,2025-09-01,3.9,1.45,66.16,Alto Risco
100000000008,2025-10-01,4.1,1.5,62.87,Alto Risco
100000000008,2025-11-01,4.2,1.04,64.58,Alto Risco
100000000008,2025-12-01,3.9,3.09,62.64,Alto Risco
100000000008,2026-01-01,3.1,1.48,66.85,Alto Risco
100000000008,2026-02-01,4.1,3.59,63.29,Alto Risco
100000000009,2025-03-01,1.6,0.4,87.81,Confiável
100000000009,2025-04-01,1.0,0.06,89.81,Confiável
100000000009,2025-05-01,1.6,0.96,86.95,Confiável
100000000009,2025-06-01,0.3,0.58,90.99,Confiável
100000000009,2025-07-01,1.3,0.26,89.76,Confiável
100000000009,2025-08-01,1.8,0.15,85.54,Confiável
100000000009,2025-09-01,0.9,0.53,89.68,Confiável
100000000009,2025-10-01,0.5,0.55,92.02,Confiável
100000000009,2025-11-01,0.3,0.05,93.91,Confiável
100000000009,2025-12-01,0.5,0.95,91.75,Confiável
100000000009,2026-01-01,2.0,0.44,88.56,Confiável
100000000009,2026-02-01,0.4,0.94,91.36,Confiável
100000000010,2025-03-01,5.2,3.67,63.05,Alto Risco
100000000010,2025-04-01,3.0,4.7,64.22,Alto Risco
100000000010,2025-05-01,3.7,3.92,62.49,Alto Risco
100000000010,2025-06-01,5.0,2.59,62.31,Alto Risco
100000000010,2025-07-01,3.1,2.57,63.38,Alto Risco
100000000010,2025-08-01,3.8,3.63,65.68,Alto Risco
100000000010,2025-09-01,5.8,1.88,60.98,Alto Risco
100000000010,2025-10-01,4.7,3.07,63.56,Alto Risco
100000000010,2025-11-01,4.1,4.57,60.94,Alto Risco
100000000010,2025-12-01,3.6,2.33,69.37,Alto Risco
100000000010,2026-01-01,3.2,3.03,66.96,Alto Risco
100000000010,2026-02-01,5.1,1.61,64.79,Alto Risco
100000000011,2025-03-01,0.1,0.0,90.12,Confiável
100000000011,2025-04-01,0.6,0.73,86.89,Confiável
100000000011,2025-05-01,1.3,0.42,89.42,Confiável
100000000011,2025-06-01,0.4,0.81,90.57,Confiável
100000000011,2025-07-01,0.8,0.08,90.63,Confiável
100000000011,2025-08-01,1.2,0.27,87.24,Confiável
100000000011,2025-09-01,1.4,0.51,89.44,Confiável
100000000011,2025-10-01,0.9,0.73,90.14,Confiável
100000000011,2025-11-01,1.6,0.34,89.25,Confiável
100000000011,2025-12-01,1.1,0.38,90.15,Confiável
100000000011,2026-01-01,1.5,0.84,86.47,Confiável
100000000011,2026-02-01,0.5,0.55,90.52,Confiável
100000000012,2025-03-01,11.4,17.98,40.0,Alto Risco
100000000012,2025-04-01,12.4,14.37,40.0,Alto Risco
100000000012,2025-05-01,14.2,5.78,40.0,Alto Risco
100000000012,2025-06-01,12.0,11.07,40.0,Alto Risco
100000000012,2025-07-01,9.3,9.99,40.0,Alto Risco
100000000012,2025-08-01,12.4,11.28,40.0,Alto Risco
100000000012,2025-09-01,9.2,19.71,40.0,Alto Risco
100000000012,2025-10-01,7.9,15.57,40.0,Alto Risco
100000000012,2025-11-01,10.2,12.25,40.0,Alto Risco
100000000012,2025-12-01,11.8,19.27,40.0,Alto Risco
100000000012,2026-01-01,11.8,9.01,40.0,Alto Risco
100000000012,2026-02-01,9.5,17.99,40.0,Alto Risco
100000000013,2025-03-01,5.2,3.35,52.28,Alto Risco
100000000013,2025-04-01,4.7,4.83,55.88,Alto Risco
100000000013,2025-05-01,3.6,1.41,59.88,Alto Risco
100000000013,2025-06-01,5.7,2.74,53.49,Alto Risco
100000000013,2025-07-01,4.8,1.97,58.31,Alto Risco
100000000013,2025-08-01,3.7,1.99,61.25,Alto Risco
100000000013,2025-09-01,5.2,1.32,58.5,Alto Risco
100000000013,2025-10-01,5.8,3.47,53.23,Alto Risco
100000000013,2025-11-01,4.6,4.68,49.78,Alto Risco
100000000013,2025-12-01,5.7,2.82,54.34,Alto Risco
100000000013,2026-01-01,5.1,3.6,52.83,Alto Risco
100000000013,2026-02-01,3.9,2.96,54.42,Alto Risco
100000000014,2025-03-01,1.3,0.16,86.75,Confiável
100000000014,2025-04-01,1.6,0.29,84.83,Atenção
100000000014,2025-05-01,1.0,0.35,86.62,Confiável
100000000014,2025-06-01,1.9,0.51,82.55,Atenção
100000000014,2025-07-01,0.2,0.5,89.16,Confiável
100000000014,2025-08-01,1.7,0.61,84.31,Atenção
100000000014,2025-09-01,0.4,0.12,89.58,Confiável
100000000014,2025-10-01,1.0,0.02,87.97,Confiável
100000000014,2025-11-01,0.5,0.22,84.37,Atenção
100000000014,2025-12-01,0.4,0.56,85.51,Confiável
100000000014,2026-01-01,1.1,0.17,86.38,Confiável
100000000014,2026-02-01,1.1,0.12,87.71,Confiável
100000000015,2025-03-01,1.8,0.42,87.52,Confiável
100000000015,2025-04-01,1.1,0.25,88.06,Confiável
100000000015,2025-05-01,1.1,0.84,88.17,Confiável
100000000015,2025-06-01,0.4,0.47,93.95,Confiável
100000000015,2025-07-01,1.6,0.07,89.7,Confiável
100000000015,2025-08-01,0.1,0.38,91.92,Confiável
100000000015,2025-09-01,2.0,0.22,87.09,Confiável
100000000015,2025-10-01,0.9,0.71,88.01,Confiável
100000000015,2025-11-01,1.3,0.8,90.88,Confiável
100000000015,2025-12-01,1.5,0.14,89.66,Confiável
100000000015,2026-01-01,1.5,0.89,88.61,Confiável
100000000015,2026-02-01,1.3,0.63,91.32,Confiável
100000000016,2025-03-01,0.6,0.42,88.87,Confiável
100000000016,2025-04-01,1.6,0.27,91.45,Confiável
100000000016,2025-05-01,1.9,0.27,88.76,Confiável
100000000016,2025-06-01,0.5,0.78,87.56,Confiável
100000000016,2025-07-01,0.2,0.43,92.49,Confiável
100000000016,2025-08-01,0.1,0.9,88.07,Confiável
100000000016,2025-09-01,1.8,0.84,88.5,Confiável
100000000016,2025-10-01,1.7,0.04,89.88,Confiável
100000000016,2025-11-01,0.0,0.57,93.13,Confiável
100000000016,2025-12-01,1.5,0.62,90.75,Confiável
100000000016,2026-01-01,1.7,0.99,85.27,Confiável
100000000016,2026-02-01,0.5,0.93,93.26,Confiável
100000000017,2025-03-01,1.3,0.59,87.55,Confiável
100000000017,2025-04-01,0.7,0.5,89.06,Confiável
100000000017,2025-05-01,1.3,0.64,84.3,Atenção
100000000017,2025-06-01,1.3,0.02,89.75,Confiável
100000000017,2025-07-01,1.4,0.96,82.05,Atenção
100000000017,2025-08-01,1.1,0.58,84.94,Atenção
100000000017,2025-09-01,0.1,0.08,89.73,Confiável
100000000017,2025-10-01,0.4,0.2,89.67,Confiável
100000000017,2025-11-01,1.6,0.9,86.24,Confiável
100000000017,2025-12-01,0.1,0.98,87.17,Confiável
100000000017,2026-01-01,1.9,0.07,81.2,Atenção
100000000017,2026-02-01,0.2,0.97,86.76,Confiável
100000000018,2025-03-01,0.7,0.13,88.3,Confiável
100000000018,2025-04-01,0.4,0.34,89.77,Confiável
100000000018,2025-05-01,0.2,0.56,90.02,Confiável
100000000018,2025-06-01,0.3,0.49,94.87,Confiável
100000000018,2025-07-01,0.6,0.42,92.46,Confiável
100000000018,2025-08-01,1.6,0.54,87.85,Confiável
100000000018,2025-09-01,1.8,0.49,88.24,Confiável
100000000018,2025-10-01,0.7,0.33,88.56,Confiável
100000000018,2025-11-01,0.3,0.18,94.57,Confiável
100000000018,2025-12-01,0.5,0.66,88.42,Confiável
100000000018,2026-01-01,0.4,0.18,87.61,Confiável
100000000018,2026-02-01,0.7,0.09,89.49,Confiável
100000000019,2025-03-01,0.4,0.25,92.61,Confiável
100000000019,2025-04-01,1.3,0.46,90.36,Confiável
100000000019,2025-05-01,1.0,0.29,90.48,Confiável
100000000019,2025-06-01,0.9,0.49,92.14,Confiável
100000000019,2025-07-01,2.0,0.83,85.89,Confiável
100000000019,2025-08-01,1.0,0.51,87.88,Confiável
100000000019,2025-09-01,0.1,0.84,88.78,Confiável
100000000019,2025-10-01,0.1,0.61,91.63,Confiável
100000000019,2025-11-01,0.8,0.75,91.83,Confiável
100000000019,2025-12-01,1.1,0.07,88.39,Confiável
100000000019,2026-01-01,1.0,0.35,91.34,Confiável
100000000019,2026-02-01,0.5,0.32,92.06,Confiável
100000000020,2025-03-01,0.6,0.72,90.29,Confiável
100000000020,2025-04-01,0.9,0.83,90.02,Confiável
100000000020,2025-05-01,0.7,0.09,92.34,Confiável
100000000020,2025-06-01,0.5,0.75,85.63,Confiável
100000000020,2025-07-01,1.8,0.06,87.67,Confiável
100000000020,2025-08-01,0.8,0.91,94.04,Confiável
100000000020,2025-09-01,0.5,0.34,92.93,Confiável
100000000020,2025-10-01,1.1,0.3,89.86,Confiável
100000000020,2025-11-01,0.3,0.9,92.83,Confiável
100000000020,2025-12-01,1.6,0.9,88.87,Confiável
100000000020,2026-01-01,0.0,0.1,96.98,Confiável
100000000020,2026-02-01,0.1,0.1,95.05,Confiável
100000000021,2025-03-01,2.0,0.43,84.64,Atenção
100000000021,2025-04-01,0.9,0.25,86.73,Confiável
100000000021,2025-05-01,1.6,0.35,83.17,Atenção
100000000021,2025-06-01,0.2,0.84,86.86,Confiável
100000000021,2025-07-01,1.6,0.46,85.88,Confiável
100000000021,2025-08-01,0.1,0.16,93.54,Confiável
100000000021,2025-09-01,1.1,0.42,86.87,Confiável
100000000021,2025-10-01,0.2,0.4,89.94,Confiável
100000000021,2025-11-01,1.2,0.11,89.14,Confiável
100000000021,2025-12-01,0.1,0.16,92.01,Confiável
100000000021,2026-01-01,0.8,0.56,87.68,Confiável
100000000021,2026-02-01,1.9,0.63,83.76,Atenção
100000000022,2025-03-01,1.5,0.83,82.63,Atenção
100000000022,2025-04-01,1.8,0.48,84.04,Atenção
100000000022,2025-05-01,1.1,0.27,88.18,Confiável
100000000022,2025-06-01,1.5,0.81,87.47,Confiável
100000000022,2025-07-01,1.6,0.03,86.3,Confiável
100000000022,2025-08-01,1.9,0.22,87.35,Confiável
100000000022,2025-09-01,0.8,0.42,88.49,Confiável
100000000022,2025-10-01,0.2,0.6,88.62,Confiável
100000000022,2025-11-01,0.0,0.14,91.08,Confiável
100000000022,2025-12-01,0.1,0.39,92.24,Confiável
100000000022,2026-01-01,0.0,0.04,91.67,Confiável
100000000022,2026-02-01,0.6,0.9,89.6,Confiável
100000000023,2025-03-01,1.6,0.82,78.88,Atenção
100000000023,2025-04-01,1.7,0.75,81.43,Atenção
100000000023,2025-05-01,0.9,0.53,86.41,Confiável
100000000023,2025-06-01,0.3,0.36,88.36,Confiável
100000000023,2025-07-01,0.1,0.7,87.86,Confiável
100000000023,2025-08-01,1.8,0.41,82.48,Atenção
100000000023,2025-09-01,1.7,0.4,86.31,Confiável
100000000023,2025-10-01,0.5,0.16,84.44,Atenção
100000000023,2025-11-01,1.6,0.87,80.2,Atenção
100000000023,2025-12-01,0.9,0.85,88.22,Confiável
100000000023,2026-01-01,1.4,0.78,84.83,Atenção
100000000023,2026-02-01,0.5,0.13,85.41,Confiável
100000000024,2025-03-01,1.2,0.58,88.45,Confiável
100000000024,2025-04-01,1.4,0.75,90.56,Confiável
100000000024,2025-05-01,0.3,0.04,94.75,Confiável
100000000024,2025-06-01,0.7,0.08,92.04,Confiável
100000000024,2025-07-01,1.3,0.17,90.83,Confiável
100000000024,2025-08-01,1.1,0.09,92.82,Confiável
100000000024,2025-09-01,1.8,0.71,89.26,Confiável
100000000024,2025-10-01,1.6,0.95,88.86,Confiável
100000000024,2025-11-01,0.5,0.63,89.62,Confiável
100000000024,2025-12-01,1.3,0.13,92.71,Confiável
100000000024,2026-01-01,1.8,0.4,86.78,Confiável
100000000024,2026-02-01,0.5,0.85,93.83,Confiável
100000000025,2025-03-01,0.8,0.24,89.21,Confiável
100000000025,2025-04-01,1.1,0.58,88.44,Confiável
100000000025,2025-05-01,0.6,0.68,87.01,Confiável
100000000025,2025-06-01,1.2,0.75,88.01,Confiável
100000000025,2025-07-01,1.5,0.03,89.99,Confiável
100000000025,2025-08-01,0.4,0.11,91.13,Confiável
100000000025,2025-09-01,1.1,0.11,90.02,Confiável
100000000025,2025-10-01,1.6,0.69,83.72,Atenção
100000000025,2025-11-01,1.2,0.58,86.45,Confiável
100000000025,2025-12-01,0.4,0.36,94.33,Confiável
100000000025,2026-01-01,0.6,0.7,91.61,Confiável
100000000025,2026-02-01,0.9,0.25,87.72,Confiável
100000000026,2025-03-01,4.5,4.99,53.19,Alto Risco
100000000026,2025-04-01,5.6,3.64,51.73,Alto Risco
100000000026,2025-05-01,3.2,3.6,61.19,Alto Risco
100000000026,2025-06-01,4.7,1.51,58.81,Alto Risco
100000000026,2025-07-01,5.2,3.21,57.42,Alto Risco
100000000026,2025-08-01,5.4,3.26,58.44,Alto Risco
100000000026,2025-09-01,3.9,2.73,62.15,Alto Risco
100000000026,2025-10-01,3.2,4.31,62.89,Alto Risco
100000000026,2025-11-01,5.8,4.88,53.3,Alto Risco
100000000026,2025-12-01,5.8,4.24,48.56,Alto Risco
100000000026,2026-01-01,5.9,2.12,61.07,Alto Risco
100000000026,2026-02-01,3.2,2.53,61.65,Alto Risco
100000000027,2025-03-01,1.7,0.8,88.01,Confiável
100000000027,2025-04-01,1.2,0.54,88.28,Confiável
100000000027,2025-05-01,1.3,0.06,84.77,Atenção
100000000027,2025-06-01,1.3,0.16,87.74,Confiável
100000000027,2025-07-01,0.8,0.51,87.85,Confiável
100000000027,2025-08-01,1.0,0.57,87.91,Confiável
100000000027,2025-09-01,1.1,0.1,92.34,Confiável
100000000027,2025-10-01,0.1,0.3,91.53,Confiável
100000000027,2025-11-01,0.3,0.25,90.66,Confiável
100000000027,2025-12-01,0.3,0.08,90.51,Confiável
100000000027,2026-01-01,1.3,0.42,87.36,Confiável
100000000027,2026-02-01,1.5,0.24,88.04,Confiável
100000000028,2025-03-01,1.0,0.28,90.79,Confiável
100000000028,2025-04-01,0.4,0.98,90.8,Confiável
100000000028,2025-05-01,0.7,0.58,89.28,Confiável
100000000028,2025-06-01,0.8,0.52,91.42,Confiável
100000000028,2025-07-01,1.4,0.16,88.76,Confiável
100000000028,2025-08-01,1.3,0.36,87.24,Confiável
100000000028,2025-09-01,0.3,0.57,91.65,Confiável
100000000028,2025-10-01,1.6,0.69,88.11,Confiável
100000000028,2025-11-01,1.5,0.13,90.36,Confiável
100000000028,2025-12-01,0.6,0.29,96.65,Confiável
100000000028,2026-01-01,1.2,0.47,85.43,Confiável
100000000028,2026-02-01,1.0,0.02,93.32,Confiável
100000000029,2025-03-01,0.9,0.57,89.8,Confiável
100000000029,2025-04-01,0.6,0.43,90.44,Confiável
100000000029,2025-05-01,0.2,0.21,96.08,Confiável
100000000029,2025-06-01,1.6,0.15,92.33,Confiável
100000000029,2025-07-01,1.1,0.93,91.03,Confiável
100000000029,2025-08-01,0.1,0.26,92.8,Confiável
100000000029,2025-09-01,1.7,0.24,87.9,Confiável
100000000029,2025-10-01,0.4,0.93,88.12,Confiável
100000000029,2025-11-01,1.5,0.39,90.76,Confiável
100000000029,2025-12-01,0.4,0.43,95.68,Confiável
100000000029,2026-01-01,0.5,0.2,95.4,Confiável
100000000029,2026-02-01,1.8,0.96,86.64,Confiável
100000000030,2025-03-01,0.5,0.88,86.43,Confiável
100000000030,2025-04-01,0.3,0.68,87.58,Confiável
100000000030,2025-05-01,1.3,0.31,87.03,Confiável
100000000030,2025-06-01,1.5,0.31,81.6,Atenção
100000000030,2025-07-01,1.4,0.25,84.6,Atenção
100000000030,2025-08-01,1.0,0.17,85.46,Confiável
100000000030,2025-09-01,0.4,0.6,87.47,Confiável
100000000030,2025-10-01,0.2,0.7,88.33,Confiável
100000000030,2025-11-01,1.5,0.89,85.35,Confiável
100000000030,2025-12-01,0.5,0.3,89.45,Confiável
100000000030,2026-01-01,0.3,0.98,86.55,Confiável
100000000030,2026-02-01,0.9,0.51,81.05,Atenção
100000000031,2025-03-01,1.2,0.79,83.37,Atenção
100000000031,2025-04-01,0.9,0.51,90.19,Confiável
100000000031,2025-05-01,2.0,0.35,81.33,Atenção
100000000031,2025-06-01,0.0,0.74,87.6,Confiável
100000000031,2025-07-01,0.1,0.43,86.17,Confiável
100000000031,2025-08-01,1.2,0.04,83.6,Atenção
100000000031,2025-09-01,0.1,0.39,92.58,Confiável
100000000031,2025-10-01,1.0,0.01,85.98,Confiável
100000000031,2025-11-01,2.0,0.75,84.02,Atenção
100000000031,2025-12-01,0.7,0.23,86.47,Confiável
100000000031,2026-01-01,1.7,0.24,85.65,Confiável
100000000031,2026-02-01,0.6,0.88,84.06,Atenção
100000000032,2025-03-01,0.1,0.32,90.07,Confiável
100000000032,2025-04-01,0.2,0.19,87.58,Confiável
100000000032,2025-05-01,0.2,0.86,88.39,Confiável
100000000032,2025-06-01,1.5,0.82,84.34,Atenção
100000000032,2025-07-01,0.6,0.39,86.4,Confiável
100000000032,2025-08-01,0.6,0.74,88.46,Confiável
100000000032,2025-09-01,1.1,0.41,86.07,Confiável
100000000032,2025-10-01,0.4,0.14,88.91,Confiável
100000000032,2025-11-01,2.0,0.34,87.15,Confiável
100000000032,2025-12-01,0.1,0.64,89.78,Confiável
100000000032,2026-01-01,1.2,0.13,89.05,Confiável
100000000032,2026-02-01,1.2,0.82,83.08,Atenção
100000000033,2025-03-01,1.8,0.03,89.43,Confiável
100000000033,2025-04-01,0.5,0.15,90.98,Confiável
100000000033,2025-05-01,1.8,0.12,90.16,Confiável
100000000033,2025-06-01,1.1,0.53,88.3,Confiável
100000000033,2025-07-01,1.8,0.76,88.89,Confiável
100000000033,2025-08-01,1.8,0.47,91.38,Confiável
100000000033,2025-09-01,1.8,0.96,88.68,Confiável
100000000033,2025-10-01,1.1,0.34,89.64,Confiável
100000000033,2025-11-01,0.7,0.62,90.0,Confiável
100000000033,2025-12-01,0.1,0.45,94.73,Confiável
100000000033,2026-01-01,1.3,0.55,89.22,Confiável
100000000033,2026-02-01,0.4,0.96,94.13,Confiável
100000000034,2025-03-01,8.0,5.59,40.0,Alto Risco
100000000034,2025-04-01,12.8,16.55,40.0,Alto Risco
100000000034,2025-05-01,9.7,18.46,40.0,Alto Risco
100000000034,2025-06-01,10.1,10.1,40.0,Alto Risco
100000000034,2025-07-01,13.2,11.46,40.0,Alto Risco
100000000034,2025-08-01,8.6,9.83,40.0,Alto Risco
100000000034,2025-09-01,12.3,15.79,40.0,Alto Risco
100000000034,2025-10-01,12.8,12.99,40.0,Alto Risco
100000000034,2025-11-01,8.3,19.55,40.0,Alto Risco
100000000034,2025-12-01,8.5,14.04,40.0,Alto Risco
100000000034,2026-01-01,9.7,17.08,40.0,Alto Risco
100000000034,2026-02-01,11.5,18.84,40.0,Alto Risco
100000000035,2025-03-01,9.7,13.29,40.0,Alto Risco
100000000035,2025-04-01,11.1,12.25,40.0,Alto Risco
100000000035,2025-05-01,7.8,7.92,40.0,Alto Risco
100000000035,2025-06-01,8.0,17.51,40.0,Alto Risco
100000000035,2025-07-01,10.5,11.33,40.0,Alto Risco
100000000035,2025-08-01,9.7,10.5,40.0,Alto Risco
100000000035,2025-09-01,14.7,14.01,40.0,Alto Risco
100000000035,2025-10-01,10.9,9.77,40.0,Alto Risco
100000000035,2025-11-01,10.9,13.2,40.0,Alto Risco
100000000035,2025-12-01,11.1,19.46,40.0,Alto Risco
100000000035,2026-01-01,7.6,13.63,40.0,Alto Risco
100000000035,2026-02-01,14.0,14.35,40.0,Alto Risco
100000000036,2025-03-01,5.3,1.74,55.69,Alto Risco
100000000036,2025-04-01,3.1,1.59,64.14,Alto Risco
100000000036,2025-05-01,3.4,2.7,64.38,Alto Risco
100000000036,2025-06-01,3.3,2.55,61.9,Alto Risco
100000000036,2025-07-01,5.8,3.71,53.68,Alto Risco
100000000036,2025-08-01,5.1,1.82,59.51,Alto Risco
100000000036,2025-09-01,3.2,2.22,65.83,Alto Risco
100000000036,2025-10-01,4.1,4.48,58.48,Alto Risco
100000000036,2025-11-01,3.7,2.58,64.58,Alto Risco
100000000036,2025-12-01,3.2,1.67,63.4,Alto Risco
100000000036,2026-01-01,3.2,1.61,62.51,Alto Risco
100000000036,2026-02-01,4.2,3.77,61.33,Alto Risco
100000000037,2025-03-01,0.8,0.72,84.61,Atenção
100000000037,2025-04-01,1.0,0.7,86.85,Confiável
100000000037,2025-05-01,1.0,0.42,85.56,Confiável
100000000037,2025-06-01,0.1,0.29,90.0,Confiável
100000000037,2025-07-01,0.6,0.3,85.01,Confiável
100000000037,2025-08-01,0.7,0.99,83.85,Atenção
100000000037,2025-09-01,1.8,0.98,80.1,Atenção
100000000037,2025-10-01,0.4,0.77,87.92,Confiável
100000000037,2025-11-01,1.2,0.78,83.51,Atenção
100000000037,2025-12-01,1.1,0.89,85.87,Confiável
100000000037,2026-01-01,1.2,0.51,80.98,Atenção
100000000037,2026-02-01,0.6,0.05,87.98,Confiável
100000000038,2025-03-01,0.5,0.3,88.84,Confiável
100000000038,2025-04-01,1.8,0.95,79.11,Atenção
100000000038,2025-05-01,1.9,0.26,84.46,Atenção
100000000038,2025-06-01,1.1,0.98,81.05,Atenção
100000000038,2025-07-01,1.2,0.69,81.67,Atenção
100000000038,2025-08-01,1.5,0.35,87.31,Confiável
100000000038,2025-09-01,1.0,0.34,86.1,Confiável
100000000038,2025-10-01,0.5,0.51,83.77,Atenção
100000000038,2025-11-01,1.1,0.57,83.53,Atenção
100000000038,2025-12-01,0.2,0.87,89.91,Confiável
100000000038,2026-01-01,1.9,0.9,83.26,Atenção
100000000038,2026-02-01,1.4,0.05,81.56,Atenção
100000000039,2025-03-01,0.6,0.97,87.7,Confiável
100000000039,2025-04-01,0.5,0.61,88.26,Confiável
100000000039,2025-05-01,0.1,0.21,89.5,Confiável
100000000039,2025-06-01,0.4,0.07,91.67,Confiável
100000000039,2025-07-01,1.2,0.29,90.15,Confiável
100000000039,2025-08-01,0.4,0.98,86.19,Confiável
100000000039,2025-09-01,0.5,0.27,88.99,Confiável
100000000039,2025-10-01,0.7,0.06,88.78,Confiável
100000000039,2025-11-01,0.8,0.77,86.12,Confiável
100000000039,2025-12-01,1.5,0.23,82.86,Atenção
100000000039,2026-01-01,1.8,0.57,86.6,Confiável
100000000039,2026-02-01,1.8,0.52,81.49,Atenção
100000000040,2025-03-01,1.0,0.46,88.9,Confiável
100000000040,2025-04-01,0.2,0.77,90.96,Confiável
100000000040,2025-05-01,1.7,0.46,85.1,Confiável
